customer_id,gender,location,tenure_months,transaction_id,transaction_date,product_sku,product_description,product_category,quantity,product_price,coupon_status,coupon_code,discount_pct,delivery_charges,gst,year,month,day_name,week,quarter,efective_discount,invoice_value
12583,M,Chicago,33,16692,2019-01-01,GGOEYOCR078099,YouTube Spiral Journal with Pen,Notebooks & Journals,26,7.93,Not Used,NJ10,10.0,102.79,0.05,2019,Jan,Tuesday,1,1,0.0,319.279
12583,M,Chicago,33,16693,2019-01-01,GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,1,61.89,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,79.5302
12583,M,Chicago,33,16693,2019-01-01,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,15.67,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,24.9906
12583,M,Chicago,33,16694,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
12583,M,Chicago,33,16695,2019-01-01,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,16.5,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,25.97
12583,M,Chicago,33,16695,2019-01-01,GGOEGAAL010615,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,14.02,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,23.043599999999998
12583,M,Chicago,33,16695,2019-01-01,GGOEGAEB027814,Google Women's Short Sleeve Hero Tee Black,Apparel,1,14.02,Used,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,21.38924
12583,M,Chicago,33,16695,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,24.9906
12583,M,Chicago,33,16695,2019-01-01,GGOEGAER029714,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1,15.67,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,24.9906
12583,M,Chicago,33,16695,2019-01-01,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,1,42.91,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,57.133799999999994
12583,M,Chicago,33,16695,2019-01-01,GGOEGAYC068324,Google Youth Short Sleeve T-shirt Royal Blue,Apparel,1,15.67,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,24.9906
12583,M,Chicago,33,16695,2019-01-01,GGOEGAYH068425,Google Youth Short Sleeve T-shirt Green,Apparel,1,15.67,Not Used,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,24.9906
12583,M,Chicago,33,16696,2019-01-01,GGOEGBJR018199,Reusable Shopping Bag,Bags,3,2.89,Used,AIO10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,15.70754
12583,M,Chicago,33,16696,2019-01-01,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.64,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,8.4352
12583,M,Chicago,33,16696,2019-01-01,GGOEGHPA003010,Google Wool Heather Cap Heather/Navy,Headgear,1,20.62,Clicked,HGEAR10,10.0,6.5,0.05,2019,Jan,Tuesday,1,1,0.0,28.151000000000003
12583,M,Chicago,33,16696,2019-01-01,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,1,1.64,Used,OFF10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,8.1236
13748,F,California,30,16696,2019-01-01,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,1,1.24,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,7.9632
17850,M,Chicago,12,16696,2019-01-01,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,1,1.24,Used,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,7.81688
17850,M,Chicago,12,16696,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,276.594
17850,M,Chicago,12,16697,2019-01-01,GGOEGAAJ073414,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,29.6162
17850,M,Chicago,12,16697,2019-01-01,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1,7.21,Used,WEMP10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,14.15702
17850,M,Chicago,12,16699,2019-01-01,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,96.15
17850,M,Chicago,12,16700,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
17850,M,Chicago,12,16701,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
17850,M,Chicago,12,16702,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,344.66200000000003
17850,M,Chicago,12,16703,2019-01-01,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,185.8
17850,M,Chicago,12,16704,2019-01-01,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Drinkware,10,13.4,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,164.62
17850,M,Chicago,12,16704,2019-01-01,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,13.4,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,22.311999999999998
17850,M,Chicago,12,16704,2019-01-01,GGOEGAPB058615,Google Women's Yoga Jacket Black,Apparel,1,108.31,Used,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,121.52521999999999
17850,M,Chicago,12,16704,2019-01-01,GGOEGBJC019999,Collapsible Shopping Bag,Bags,10,5.15,Clicked,AIO10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,67.27
17850,M,Chicago,12,16704,2019-01-01,GGOEGHPA002910,Google Trucker Hat,Headgear,10,22.69,Clicked,HGEAR10,10.0,6.5,0.05,2019,Jan,Tuesday,1,1,0.0,244.745
17850,M,Chicago,12,16704,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,256.88,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,260.81120000000004
17850,M,Chicago,12,16704,2019-01-01,GGOEYOBR078599,YouTube Luggage Tag,Fun,4,9.27,Used,,,6.5,0.18,2019,Jan,Tuesday,1,1,,
17850,M,Chicago,12,16706,2019-01-01,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,14.02,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,23.043599999999998
17850,M,Chicago,12,16710,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,28.78,0.1,2019,Jan,Tuesday,1,1,0.0,197.86100000000002
15100,M,California,49,16712,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
17850,M,Chicago,12,16713,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,128.0423
17850,M,Chicago,12,16715,2019-01-01,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1,57.76,Used,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,67.84111999999999
17850,M,Chicago,12,16716,2019-01-01,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,29.6162
17850,M,Chicago,12,16716,2019-01-01,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,Clicked,OFF10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,8.754999999999999
17850,M,Chicago,12,16717,2019-01-01,GGOEGBJR018199,Reusable Shopping Bag,Bags,4,3.61,Used,AIO10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,21.835279999999997
17850,M,Chicago,12,16717,2019-01-01,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,4,9.27,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,50.2544
17850,M,Chicago,12,16719,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
17850,M,Chicago,12,16720,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,158.6729
17850,M,Chicago,12,16720,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
17850,M,Chicago,12,16721,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
17850,M,Chicago,12,16722,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,158.6729
17850,M,Chicago,12,16722,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,249.5846
17850,M,Chicago,12,16723,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,128.0423
17850,M,Chicago,12,16723,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
17850,M,Chicago,12,16724,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
17850,M,Chicago,12,16725,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
15291,M,California,32,16726,2019-01-01,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,Used,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.1,23.14154
15291,M,California,32,16726,2019-01-01,GGOEGAPB058214,Google Women's Lightweight Microfleece Jacket,Apparel,1,61.89,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Tuesday,1,1,0.0,79.5302
17850,M,Chicago,12,16727,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
17850,M,Chicago,12,16731,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,276.594
14688,F,New York,46,16732,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,175.58100000000002
14688,F,New York,46,16733,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.0,141.547
14688,F,New York,46,16736,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Tuesday,1,1,0.1,158.6729
14688,F,New York,46,16737,2019-01-02,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,Clicked,HGEAR10,10.0,6.5,0.05,2019,Jan,Wednesday,1,1,0.0,47.639
14688,F,New York,46,16738,2019-01-02,GGOEAKDH019899,Windup Android,Lifestyle,2,3.29,Clicked,EXTRA10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.0,14.264399999999998
14688,F,New York,46,16739,2019-01-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,141.547
14688,F,New York,46,16740,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,Used,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.1,211.947
14688,F,New York,46,16740,2019-01-02,GGOENEBQ081699,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3,107.29,Clicked,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.0,362.757
14688,F,New York,46,16741,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,175.58100000000002
14688,F,New York,46,16742,2019-01-02,GGOEGBRD079699,25L Classic Rucksack,Backpacks,1,103.15,Clicked,,,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,119.96500000000002
14688,F,New York,46,16742,2019-01-02,GGOEGBRJ037299,Google Alpine Style Backpack,Bags,1,103.15,Used,AIO10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.1,116.0453
14688,F,New York,46,16742,2019-01-02,GGOEGFKA022299,Keyboard DOT Sticker,Office,5,1.55,Not Used,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,15.025
14688,F,New York,46,16742,2019-01-02,GGOEGGOA017399,Maze Pen,Office,26,0.98,Not Used,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,34.528000000000006
14688,F,New York,46,16742,2019-01-02,GGOEGHPJ080010,Google French Terry Cap,Headgear,2,19.59,Clicked,HGEAR10,10.0,6.5,0.05,2019,Jan,Wednesday,1,1,0.0,47.639
14688,F,New York,46,16742,2019-01-02,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,Used,HGEAR10,10.0,6.5,0.05,2019,Jan,Wednesday,1,1,0.1,43.5251
14688,F,New York,46,16743,2019-01-02,GGOENEBQ081799,Nest Protect Smoke + CO White Wired Alarm - CA,Nest-Canada,3,107.29,Not Used,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.0,362.757
14688,F,New York,46,16744,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,Clicked,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.0,234.53000000000003
14688,F,New York,46,16745,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,141.547
14688,F,New York,46,16747,2019-01-02,GGOEGOAB021499,Metal Texture Roller Pen,Office,1,29.91,Clicked,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,39.401
17809,F,New Jersey,24,16747,2019-01-02,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,Clicked,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,9.888
15311,F,Chicago,40,16748,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,175.58100000000002
15311,F,Chicago,40,16749,2019-01-02,GGOEGALP036317,Google Women's Long Sleeve Tee Lavender,Apparel,1,24.75,Not Used,SALE10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.0,35.705
15311,F,Chicago,40,16749,2019-01-02,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,Not Used,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,8.754999999999999
15311,F,Chicago,40,16749,2019-01-02,GGOEYFKQ020699,YouTube Custom Decals,Office,1,2.05,Used,OFF10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.1,8.5295
15311,F,Chicago,40,16750,2019-01-02,GGOEGADB057316,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,61.89,Not Used,SALE10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.0,79.5302
15311,F,Chicago,40,16751,2019-01-02,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,2,153.71,Used,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.1,313.0458
15311,F,Chicago,40,16751,2019-01-02,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,2,205.3,Clicked,NCA10,10.0,8.7,0.1,2019,Jan,Wednesday,1,1,0.0,460.36000000000007
15311,F,Chicago,40,16752,2019-01-02,GGOEGAEC033115,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,25.78,Clicked,SALE10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.0,36.9204
15311,F,Chicago,40,16753,2019-01-02,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,275.45000000000005
15311,F,Chicago,40,16754,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,175.58100000000002
15311,F,Chicago,40,16755,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.1,128.0423
15311,F,Chicago,40,16756,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.1,158.6729
15311,F,Chicago,40,16758,2019-01-02,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Drinkware,1,28.05,Used,EXTRA10,10.0,6.5,0.18,2019,Jan,Wednesday,1,1,0.1,36.289100000000005
15311,F,Chicago,40,16759,2019-01-02,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.1,249.5846
15311,F,Chicago,40,16760,2019-01-02,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,Not Used,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,276.594
15311,F,Chicago,40,16761,2019-01-02,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,Clicked,ELEC10,10.0,6.5,0.1,2019,Jan,Wednesday,1,1,0.0,175.58100000000002
