customer_id,last_purchase_date,frequency,monetary,quantity,recency,purchase_days
12578,2019-11-05,40,6156.4448600000005,116,57,4
12583,2019-08-02,15,3320.84496,155,152,2
12585,2019-07-24,26,4636.52956,212,161,2
12586,2019-03-04,1,28.9082,1,303,1
12591,2019-11-02,21,4997.04464,158,60,1
12594,2019-09-30,5,804.3387,131,93,1
12600,2019-12-16,8,888.8449499999999,16,16,4
12601,2019-08-17,4,607.44524,9,137,1
12605,2019-04-19,2,330.7242,3,257,1
12609,2019-10-27,4,447.49100000000004,19,66,1
12621,2019-06-27,20,2858.3619000000003,117,188,3
12625,2019-12-16,24,6771.98724,186,16,3
12626,2019-12-04,34,5794.57333,582,28,5
12637,2019-11-05,26,4952.44242,125,57,2
12643,2019-08-18,1,73.3482,2,136,1
12645,2019-11-10,8,2588.35462,77,52,1
12647,2019-06-26,28,4437.39215,216,189,4
12649,2019-04-18,1,28.33198,2,258,1
12651,2019-08-09,7,2522.32852,255,145,1
12652,2019-10-05,26,3183.90632,169,88,3
12662,2019-12-19,16,3453.4132400000003,148,13,2
12664,2019-10-02,5,797.8032000000001,5,91,1
12665,2019-09-19,2,131.4588,17,104,2
12666,2019-06-09,2,50.09394,2,206,1
12668,2019-11-30,38,7646.890780000001,214,32,2
12672,2019-08-30,3,334.60288,10,124,1
12673,2019-09-09,11,1820.2610599999998,35,114,1
12676,2019-12-10,10,1443.42712,13,22,1
12678,2019-07-12,3,253.2297,6,173,1
12681,2019-12-03,88,18476.58312,504,29,7
12682,2019-12-11,68,13474.483250000001,230,21,6
12683,2019-09-30,38,11534.86818,744,93,5
12686,2019-01-31,6,1109.675,9,335,1
12691,2019-10-27,8,1529.6788400000003,19,66,4
12693,2019-10-14,4,1810.0624000000003,17,79,1
12705,2019-06-28,13,1901.78133,36,187,1
12708,2019-08-30,21,3209.5793400000002,170,124,3
12709,2019-11-08,16,3364.42016,200,54,4
12712,2019-12-21,27,4284.3485,65,11,7
12720,2019-11-27,26,7348.71969,225,35,3
12721,2019-07-06,10,2245.83354,144,179,2
12724,2019-08-21,7,567.21984,13,133,1
12725,2019-02-09,14,4914.66662,795,326,2
12726,2019-11-17,16,2017.977,42,45,2
12727,2019-10-11,8,1011.75622,15,82,1
12728,2019-08-19,7,652.31036,87,135,1
12731,2019-11-27,38,13512.63248,1121,35,2
12734,2019-07-13,2,115.60408000000001,5,172,1
12735,2019-11-20,18,3348.29033,65,42,2
12736,2019-08-16,1,171.68880000000001,25,138,1
12738,2019-01-30,8,1920.0156000000002,17,336,1
12744,2019-10-24,34,11034.29156,366,69,2
12747,2019-09-28,10,1880.966,211,95,3
12748,2019-09-15,328,85039.92206,4869,108,34
12753,2019-08-01,20,2613.74508,136,153,2
12754,2019-12-21,17,4053.4232,66,11,1
12755,2019-04-12,1,59.57876,2,264,1
12763,2019-03-02,8,1091.48228,39,305,2
12764,2019-11-06,28,5815.77772,217,56,1
12766,2019-08-11,28,5065.085230000001,158,143,3
12775,2019-12-18,7,1424.1017200000001,29,14,2
12778,2019-12-01,3,654.99834,10,31,1
12779,2019-12-24,15,2588.90982,98,8,3
12782,2019-10-28,32,4706.17436,172,65,4
12785,2019-04-30,8,914.15513,17,246,1
12791,2019-01-03,2,155.22770000000003,2,363,1
12793,2019-08-09,11,2524.0087,61,145,2
12797,2019-06-02,7,477.44414000000006,18,213,2
12808,2019-03-04,5,593.3585,105,303,1
12820,2019-09-11,5,713.2713,107,112,1
12826,2019-11-08,31,8226.967120000001,313,54,3
12829,2019-10-03,6,1149.1694000000002,18,90,3
12836,2019-12-06,19,3340.7390699999996,227,26,2
12838,2019-01-05,28,5864.169800000001,483,361,1
12839,2019-06-29,23,4203.37726,107,186,3
12841,2019-11-27,49,13489.66112,376,35,5
12842,2019-12-23,9,2555.8237,18,9,1
12853,2019-12-03,12,2118.44875,43,29,2
12854,2019-10-24,23,5056.495080000001,46,69,2
12855,2019-01-17,3,954.9455,7,349,1
12865,2019-06-05,1,267.8,2,210,1
12867,2019-06-02,24,3955.17424,307,213,2
12868,2019-11-12,19,6302.930740000001,101,50,3
12870,2019-04-06,1,66.20948,2,270,1
12872,2019-09-07,31,4797.92654,290,116,2
12875,2019-05-06,1,7.32,1,240,1
12877,2019-08-31,11,1417.2604999999999,19,123,2
12908,2019-11-29,1,263.8,2,33,1
12913,2019-03-18,2,99.74194,4,289,1
12915,2019-01-22,7,1296.8897200000001,37,344,1
12916,2019-10-06,19,4493.84756,178,87,2
12921,2019-07-20,30,6735.59447,394,165,3
12924,2019-09-05,1,29.5543,3,118,1
12928,2019-06-11,8,382.07279,21,204,1
12929,2019-12-06,5,999.427,13,26,1
12931,2019-06-29,2,33.8885,2,186,2
12935,2019-10-16,2,9060.4986,49,77,1
12939,2019-08-08,2,269.1743,18,146,1
12942,2019-04-11,7,917.9694000000001,36,265,1
12944,2019-07-06,7,1230.1316000000002,42,179,2
12947,2019-10-27,25,5469.743780000001,54,66,5
12951,2019-10-12,6,1042.5997399999999,28,81,2
12956,2019-12-31,14,3286.15547,35,1,1
12957,2019-08-01,13,1374.34536,70,153,2
12963,2019-04-11,6,1063.4841000000001,49,265,2
12967,2019-06-23,10,1785.08874,23,192,3
12970,2019-10-04,2,595.2860000000001,52,89,1
12971,2019-12-19,31,4775.46375,150,13,15
12980,2019-08-23,4,1358.1041,144,131,3
12989,2019-09-05,2,191.858,2,118,2
12990,2019-12-14,2,491.8194,4,18,1
12997,2019-11-21,7,962.0542,89,41,2
13000,2019-04-24,8,1002.04048,12,252,1
13001,2019-10-27,23,2608.75316,137,66,2
13002,2019-10-27,5,976.0398000000001,9,66,1
13004,2019-11-10,37,6286.38456,234,52,3
13008,2019-09-28,8,2360.5195400000002,42,95,2
13011,2019-01-30,3,246.16621999999998,17,336,1
13013,2019-02-03,28,5998.56216,158,332,1
13021,2019-06-13,6,1924.3186399999997,82,202,2
13027,2019-07-07,4,360.52656,16,178,1
13029,2019-07-12,1,16.4895,1,173,1
13030,2019-03-15,16,2656.46304,226,292,1
13033,2019-06-27,5,609.4750799999999,12,188,1
13034,2019-02-28,4,247.55676,39,307,1
13047,2019-12-18,26,3348.77498,175,14,3
13048,2019-09-06,17,3298.94848,556,117,1
13049,2019-10-27,3,282.82656,15,66,1
13050,2019-12-27,60,11341.08425,298,5,9
13064,2019-09-06,1,237.36237999999997,11,117,1
13065,2019-01-16,7,1655.6929200000002,27,350,2
13068,2019-10-11,1,6.99,1,82,1
13069,2019-12-28,68,9848.984120000001,266,4,5
13077,2019-04-07,4,1777.2829800000002,148,269,1
13078,2019-11-10,24,4471.40575,409,52,8
13081,2019-08-31,117,23607.04965,1137,123,6
13082,2019-07-24,6,1118.4082,9,161,1
13089,2019-12-11,176,30533.26511,927,21,20
13090,2019-09-30,9,1511.2822,34,93,5
13092,2019-06-07,4,339.54109,8,208,1
13093,2019-12-12,65,13057.10722,612,20,7
13094,2019-07-31,4,471.82408000000004,26,154,3
13097,2019-07-26,18,3571.2249300000003,280,159,2
13098,2019-11-03,14,2431.1222000000002,25,59,2
13102,2019-12-24,54,9386.99281,169,8,8
13104,2019-07-06,1,123.81000000000002,1,179,1
13107,2019-09-04,10,3114.7150800000004,149,119,2
13108,2019-01-18,3,623.0708,253,348,1
13110,2019-12-10,8,1075.59254,52,22,1
13113,2019-12-24,29,21529.40783,2494,8,6
13115,2019-08-01,2,288.6816,9,153,2
13117,2019-10-17,12,2415.05084,89,76,3
13124,2019-06-10,30,4878.3379,76,205,2
13126,2019-08-17,18,2539.40569,73,137,3
13136,2019-04-19,3,253.78640000000001,3,257,1
13137,2019-12-22,33,7618.39157,78,10,1
13138,2019-01-26,7,1693.3017800000002,21,340,2
13140,2019-04-07,4,783.79764,36,269,1
13141,2019-12-10,16,3630.16832,112,22,3
13144,2019-08-17,1,54.096199999999996,3,137,1
13145,2019-01-30,1,24.023,1,336,1
13148,2019-11-25,78,19157.600000000002,186,37,5
13155,2019-09-08,38,6274.881350000001,164,115,3
13158,2019-10-18,16,3706.7486,67,75,1
13161,2019-11-24,2,544.67932,9,38,1
13162,2019-08-22,25,3863.3304000000003,111,132,2
13165,2019-07-14,5,924.8657000000001,17,171,1
13168,2019-10-26,36,5878.655000000001,753,67,1
13173,2019-03-23,15,4020.3736000000004,151,284,1
13174,2019-11-13,124,24470.40076,794,49,4
13178,2019-05-25,14,2086.96806,37,221,1
13183,2019-08-07,11,2105.64912,48,147,1
13187,2019-08-01,10,1515.02386,117,153,1
13198,2019-10-24,39,6261.369860000001,132,69,3
13199,2019-12-13,14,2106.3838800000003,32,19,6
13208,2019-12-20,13,2442.3757,97,12,1
13209,2019-09-12,10,524.3713,26,111,3
13211,2019-05-21,1,70.04356,2,225,1
13221,2019-06-07,19,2690.06346,136,208,1
13225,2019-07-26,5,625.7065799999999,52,159,2
13230,2019-12-20,42,11237.69331,396,12,3
13233,2019-08-06,8,1439.8758,21,148,2
13238,2019-05-31,4,556.5562,35,215,1
13240,2019-04-14,15,1694.0332600000002,49,262,1
13246,2019-09-13,18,2544.15392,65,110,2
13253,2019-07-19,5,610.75955,122,166,1
13255,2019-01-05,4,1423.2022000000002,12,361,1
13263,2019-09-18,18,2952.9896200000003,175,105,1
13266,2019-06-12,1,67.4706,3,203,1
13267,2019-08-23,26,17733.48544,1141,131,6
13269,2019-05-18,17,3412.26964,224,228,2
13270,2019-04-07,1,84.71000000000002,1,269,1
13280,2019-11-15,39,9075.90156,220,47,3
13284,2019-09-30,6,890.6362,18,93,2
13295,2019-06-05,5,902.6174000000001,71,210,2
13304,2019-07-15,3,809.35698,29,170,1
13305,2019-01-20,3,538.14103,7,346,1
13309,2019-12-23,22,4597.28032,51,9,1
13310,2019-10-23,12,2429.2419,138,70,3
13313,2019-07-16,3,554.09366,21,169,1
13317,2019-06-13,8,1375.55626,47,202,1
13319,2019-07-17,42,7508.15117,277,168,5
13324,2019-11-27,7,2597.3464000000004,103,35,2
13327,2019-04-19,8,958.5291800000001,28,257,1
13328,2019-11-13,10,2533.1198000000004,41,49,1
13329,2019-07-08,5,690.2993,10,177,3
13330,2019-11-17,7,1397.9064,50,45,1
13368,2019-07-28,1,166.60500000000002,35,157,1
13369,2019-07-08,11,1881.7575600000002,25,177,2
13370,2019-04-08,23,3592.3133000000003,129,268,3
13385,2019-08-30,15,3631.66192,199,124,1
13394,2019-12-16,10,1226.5954800000002,20,16,1
13396,2019-11-27,10,2583.246,26,35,2
13397,2019-07-18,4,624.9614800000002,10,167,1
13402,2019-01-30,9,1619.6179000000002,57,336,1
13405,2019-10-27,3,329.89148,8,66,1
13408,2019-11-29,42,9438.494900000002,1040,33,11
13418,2019-06-08,24,4396.2724,96,207,3
13426,2019-08-02,12,1188.6041,101,152,2
13448,2019-05-21,22,2896.23322,240,225,3
13451,2019-08-11,13,2014.91574,53,143,1
13455,2019-09-04,19,3561.3082100000006,93,119,2
13458,2019-09-18,29,4320.17068,198,105,5
13468,2019-12-12,38,9148.60496,1153,20,7
13473,2019-08-28,3,682.5496,83,126,2
13481,2019-03-16,1,15.784,1,291,1
13487,2019-07-12,3,383.72786,14,173,1
13488,2019-12-20,76,12482.21811,719,12,5
13491,2019-12-12,22,4632.1610900000005,144,20,6
13494,2019-12-06,10,1197.21356,24,26,1
13495,2019-06-05,12,2001.6951800000002,40,210,3
13496,2019-06-21,11,1623.0874000000001,142,194,2
13497,2019-03-06,8,1057.55438,24,301,1
13502,2019-09-26,1,123.67854,13,97,1
13506,2019-12-02,21,4207.47402,106,30,3
13520,2019-09-22,20,3840.36388,69,101,2
13523,2019-04-06,12,1880.0226200000002,36,270,1
13527,2019-09-08,1,65.08636,6,115,1
13531,2019-04-07,4,7542.52706,199,269,1
13534,2019-11-14,23,4280.34402,246,48,6
13538,2019-11-17,1,38.732600000000005,3,45,1
13539,2019-12-19,8,1202.34785,12,13,1
13551,2019-10-16,3,1088.5292000000002,5,77,1
13552,2019-11-17,3,351.54596,40,45,1
13564,2019-07-11,40,8279.68783,205,174,2
13565,2019-08-11,8,1043.45766,15,143,1
13569,2019-03-21,10,1923.03134,134,286,1
13576,2019-12-14,15,2370.34376,226,18,4
13579,2019-03-02,5,568.25689,9,305,1
13581,2019-12-19,5,1028.55004,15,13,1
13584,2019-12-29,16,2902.40204,35,3,2
13593,2019-08-07,12,2833.71704,171,147,2
13599,2019-09-04,17,1993.13768,32,119,5
13600,2019-12-02,13,3071.6687,23,30,1
13606,2019-12-06,3,414.6603,4,26,1
13611,2019-06-03,4,1277.7865900000002,133,212,1
13614,2019-08-28,6,621.1825,31,126,1
13615,2019-11-27,12,2224.88684,232,35,3
13627,2019-06-25,14,2126.4202400000004,62,190,1
13629,2019-12-10,5,1117.9540000000002,14,22,2
13634,2019-09-06,9,1270.54864,208,117,1
13649,2019-04-07,6,780.6297000000001,59,269,2
13652,2019-03-04,5,542.29678,20,303,1
13656,2019-07-31,9,2366.05704,68,154,1
13659,2019-10-07,32,4905.779680000001,113,86,2
13668,2019-12-19,31,5036.61797,113,13,3
13672,2019-08-19,3,291.54276,8,135,2
13680,2019-08-02,44,6934.134440000001,299,152,3
13693,2019-09-18,1,59.304880000000004,10,105,1
13694,2019-12-20,37,6645.21104,152,12,8
13700,2019-09-06,14,1439.63292,110,117,2
13703,2019-10-23,1,281.79,2,70,1
13705,2019-01-03,7,1422.7635800000003,16,363,1
13707,2019-11-20,23,4500.9698,272,42,1
13709,2019-11-21,19,2908.3167000000003,471,41,1
13715,2019-08-01,48,8223.27935,272,153,5
13725,2019-12-23,30,4919.41497,50,9,2
13728,2019-12-12,5,1103.10392,19,20,1
13742,2019-10-11,42,9678.0995,500,82,2
13747,2019-01-03,1,175.58100000000002,1,363,1
13748,2019-01-01,1,7.9632,1,365,1
13750,2019-08-02,1,9.2922,1,152,1
13754,2019-11-03,5,1016.6604000000001,89,59,1
13756,2019-06-13,8,1803.50014,46,202,3
13758,2019-08-08,18,2467.47022,60,146,3
13764,2019-07-30,29,4786.61757,98,155,2
13767,2019-08-16,37,6527.34753,206,138,9
13769,2019-10-05,21,3685.46149,100,88,4
13777,2019-12-13,47,7467.06598,80,19,10
13782,2019-09-05,22,3490.8118200000004,80,118,1
13784,2019-12-08,4,272.95812,6,24,3
13786,2019-03-23,2,568.59669,29,284,1
13787,2019-05-01,5,447.14852,8,245,1
13798,2019-10-11,67,11462.26444,348,82,7
13800,2019-12-18,23,3475.85668,60,14,1
13802,2019-12-06,11,1339.95442,48,26,2
13807,2019-03-26,4,1215.12348,12,281,1
13815,2019-10-22,31,9010.7274,85,71,2
13817,2019-07-14,2,192.6213,10,171,1
13819,2019-12-19,15,3419.75245,150,13,2
13824,2019-12-13,9,862.98158,12,19,1
13829,2019-06-12,1,20.03374,1,203,1
13831,2019-02-16,2,359.6682,3,319,1
13837,2019-10-30,5,1256.5016,120,63,1
13838,2019-02-11,35,7088.4169600000005,185,324,2
13842,2019-12-19,18,8385.829080000001,562,13,4
13846,2019-06-02,8,1487.45754,210,213,1
13848,2019-04-07,1,132.38150000000002,15,269,1
13854,2019-12-10,24,3217.15488,144,22,8
13859,2019-09-14,16,2677.19557,72,109,2
13862,2019-09-04,18,3689.0456,84,119,2
13869,2019-11-27,40,13530.6303,729,35,2
13871,2019-12-20,16,3472.04761,33,12,1
13873,2019-12-15,3,398.22278,7,17,1
13874,2019-06-22,10,1140.80989,81,193,1
13880,2019-03-23,5,1199.89,27,284,1
13881,2019-12-04,7,2250.0882800000004,25,28,1
13883,2019-09-14,1,34.91,10,109,1
13890,2019-11-03,8,1689.9701,141,59,2
13894,2019-12-13,6,838.52422,11,19,1
13898,2019-09-15,2,412.64829999999995,122,108,1
13901,2019-10-18,8,780.88076,22,75,1
13911,2019-12-27,14,3255.3226,131,5,2
13922,2019-07-14,3,402.2173,27,171,1
13929,2019-10-05,2,3152.1081999999997,157,88,2
13939,2019-12-12,10,1353.19118,14,20,2
13941,2019-02-09,9,1053.54098,17,326,2
13948,2019-05-22,2,162.82760000000002,3,224,1
13953,2019-07-13,1,14.496,1,172,1
13958,2019-01-29,4,526.3670000000001,5,337,1
13959,2019-05-10,7,1146.5034400000002,30,236,1
13963,2019-12-26,16,5336.25018,371,6,4
13969,2019-10-04,18,3582.4670800000004,251,89,2
13982,2019-09-11,30,4687.54738,180,112,2
13983,2019-09-13,18,10756.43314,561,110,3
13984,2019-09-18,4,178.09908000000001,11,105,2
13993,2019-08-27,3,579.86456,25,127,1
13999,2019-10-03,20,3457.29408,45,90,3
14001,2019-01-09,6,1265.8285799999999,63,357,1
14006,2019-12-02,4,603.54638,12,30,1
14016,2019-06-27,16,1843.9637300000002,53,188,1
14030,2019-04-10,17,5325.167380000001,322,266,2
14031,2019-09-25,21,3581.1133200000004,160,98,5
14032,2019-07-14,19,4669.394200000001,239,171,5
14037,2019-04-27,16,1682.005,71,249,1
14040,2019-11-22,38,8800.661,333,40,3
14044,2019-12-17,45,8071.487300000001,72,15,2
14045,2019-07-26,4,169.56098,8,159,2
14047,2019-08-01,4,397.03758,97,153,3
14049,2019-10-29,57,12679.01988,271,64,2
14051,2019-11-21,24,4296.5237,77,41,4
14057,2019-05-31,23,3634.4455000000003,132,215,2
14060,2019-10-28,25,4435.49099,346,65,5
14062,2019-09-28,33,5551.60012,232,95,4
14068,2019-10-11,10,2535.53244,254,82,1
14078,2019-01-09,3,2662.2845,140,357,1
14081,2019-03-02,24,5958.30743,262,305,1
14082,2019-04-25,19,2765.19826,30,251,1
14083,2019-07-10,44,8321.60116,664,175,2
14085,2019-12-18,73,13551.32318,691,14,6
14088,2019-10-03,51,10762.28518,358,90,1
14090,2019-09-20,1,21.576,1,103,1
14092,2019-10-04,26,3398.2591,194,89,4
14099,2019-09-04,34,7118.27211,383,119,2
14101,2019-09-11,1,151.89813999999998,4,112,1
14107,2019-07-07,9,1305.1208000000001,48,178,2
14113,2019-12-05,7,659.80638,43,27,4
14114,2019-08-27,5,1119.1785,15,127,1
14119,2019-07-08,1,23.9242,1,177,1
14127,2019-12-12,13,2333.9288,27,20,1
14130,2019-10-17,41,11835.79128,180,76,1
14133,2019-12-18,11,2119.38086,46,14,2
14135,2019-09-09,36,6227.896650000001,199,114,8
14142,2019-01-15,21,3983.3312400000004,40,351,1
14146,2019-11-16,31,11661.09828,579,46,2
14150,2019-06-03,6,787.76534,13,212,1
14156,2019-12-18,43,8740.84921,112,14,6
14159,2019-05-04,22,2878.62792,134,242,1
14161,2019-02-23,13,2949.73362,89,312,1
14167,2019-08-25,7,1524.3312,175,129,1
14175,2019-10-05,7,2001.5304800000001,64,88,3
14176,2019-09-09,8,560.7213,15,114,3
14180,2019-12-16,41,23767.76096,1669,16,10
14185,2019-08-24,1,134.112,12,130,1
14188,2019-12-13,8,1356.59185,57,19,1
14189,2019-10-26,26,5783.0518600000005,357,67,3
14194,2019-12-27,20,4324.59142,52,5,1
14201,2019-06-08,3,374.2026,6,207,1
14205,2019-04-17,9,1717.1880800000001,61,259,1
14206,2019-05-22,1,333.8,2,224,1
14209,2019-08-19,8,2664.80156,332,135,1
14210,2019-07-18,17,3750.09522,53,167,2
14213,2019-01-31,2,101.79348000000002,5,335,1
14215,2019-11-21,30,3803.87932,244,41,5
14217,2019-12-09,11,1092.10894,48,23,5
14220,2019-06-22,9,1060.42064,12,193,1
14221,2019-07-19,10,2471.25865,266,166,1
14224,2019-10-10,22,4273.525000000001,113,83,2
14229,2019-11-20,12,1947.7484800000002,37,42,3
14233,2019-12-11,12,2129.54158,44,21,2
14236,2019-01-31,3,300.16060000000004,23,335,1
14237,2019-01-09,6,958.08118,22,357,1
14238,2019-09-12,5,960.4246799999999,29,111,1
14239,2019-11-12,3,575.91376,139,50,1
14242,2019-09-14,5,1011.2131999999999,10,109,1
14243,2019-10-31,14,4155.251480000001,131,62,3
14248,2019-10-27,1,284.29499999999996,16,66,1
14256,2019-04-27,15,3385.5473800000004,77,249,1
14257,2019-10-19,18,4458.043540000001,116,74,1
14258,2019-07-27,10,1447.11278,78,158,1
14264,2019-01-30,1,31.280079999999998,2,336,1
14270,2019-08-22,11,2021.1485,174,132,1
14282,2019-03-21,8,1156.84568,53,286,1
14290,2019-11-12,12,3627.93096,395,50,2
14292,2019-09-14,3,467.60720000000003,7,109,1
14293,2019-03-04,5,1089.25746,40,303,1
14295,2019-08-18,2,256.6,6,136,1
14298,2019-11-29,99,17633.16883,801,33,8
14299,2019-11-11,20,3529.4354000000003,129,51,9
14307,2019-09-23,36,8819.77819,394,100,2
14309,2019-12-15,7,925.61622,39,17,3
14312,2019-12-12,9,3699.5834600000003,551,20,2
14320,2019-10-01,17,3097.9089000000004,44,92,3
14321,2019-08-14,16,2448.005,157,140,1
14329,2019-09-02,31,5126.29364,158,121,2
14334,2019-10-13,17,3682.7202700000003,135,80,2
14341,2019-11-03,12,1982.5386600000002,135,59,2
14344,2019-06-22,13,1773.4661999999998,29,193,3
14355,2019-04-13,8,1525.1685,100,263,1
14368,2019-10-12,8,1561.395,9,81,1
14373,2019-06-20,1,180.60134,4,195,1
14388,2019-04-09,10,1922.37778,250,267,2
14389,2019-10-23,1,777.9982,166,70,1
14390,2019-01-20,21,3911.2959400000004,39,346,1
14395,2019-08-11,34,4397.48966,116,143,2
14396,2019-02-08,24,5110.8157200000005,341,327,1
14401,2019-11-21,12,1991.2664100000002,39,41,2
14404,2019-09-06,23,3852.38504,62,117,2
14409,2019-10-19,11,2488.2899800000005,26,74,2
14410,2019-12-31,6,1183.1370200000001,11,1,1
14411,2019-12-11,8,697.3746699999999,14,21,1
14413,2019-05-09,5,2685.86548,107,237,1
14414,2019-06-14,4,308.72008,9,201,1
14415,2019-09-18,45,11929.0309,384,105,3
14419,2019-04-25,8,1754.03176,47,251,2
14426,2019-11-27,24,4128.5754400000005,69,35,3
14428,2019-09-18,8,1393.39198,32,105,1
14437,2019-04-11,2,201.27685000000002,5,265,1
14438,2019-12-31,5,546.93384,29,1,2
14439,2019-10-13,17,3245.3979600000002,99,80,1
14440,2019-11-06,15,5617.34379,280,56,2
14441,2019-10-03,2,53.291,3,90,2
14442,2019-12-03,20,4269.9439,251,29,3
14443,2019-12-14,16,2551.80058,156,18,3
14448,2019-05-02,8,817.4514200000001,43,244,1
14449,2019-01-25,28,7670.56887,406,341,2
14450,2019-10-06,3,1053.68428,44,87,1
14457,2019-12-11,1,1733.7496,106,21,1
14460,2019-12-12,2,386.8152,3,20,1
14462,2019-12-25,39,8472.02616,83,7,2
14466,2019-12-21,11,2052.64155,23,11,2
14467,2019-11-29,9,2903.71936,193,33,1
14472,2019-08-08,28,6596.108200000001,835,146,3
14479,2019-04-14,5,445.87068,50,262,1
14487,2019-03-13,11,1826.3170400000001,124,294,2
14491,2019-01-21,3,589.4453000000001,60,345,2
14496,2019-12-04,3,864.9774600000001,29,28,2
14497,2019-12-19,19,2878.1389799999997,154,13,1
14498,2019-05-14,6,775.3546600000001,18,232,1
14501,2019-10-12,4,1045.19,5,81,1
14502,2019-12-01,21,4988.7887200000005,57,31,3
14505,2019-08-04,94,12409.106810000001,511,150,4
14506,2019-02-27,30,6864.63652,134,308,1
14514,2019-08-25,10,1390.07806,72,129,1
14524,2019-05-23,7,1125.89318,35,223,1
14525,2019-09-11,18,2242.55084,32,112,2
14527,2019-11-29,84,18310.64467,955,33,11
14532,2019-11-22,11,2024.85806,53,40,2
14533,2019-07-13,6,1490.2000400000002,20,172,1
14534,2019-10-23,22,5659.2262,85,70,3
14540,2019-12-19,10,1569.76808,13,13,1
14541,2019-11-14,42,13900.56168,1069,48,2
14543,2019-10-20,10,2859.6521000000002,22,73,2
14544,2019-05-15,26,5126.02558,510,231,1
14548,2019-10-27,2,358.6682,3,66,1
14549,2019-12-08,29,7446.73779,445,24,1
14553,2019-07-19,6,965.0118600000001,30,166,1
14560,2019-12-21,13,2089.5293300000003,28,11,4
14565,2019-05-16,17,2263.08794,110,230,1
14572,2019-09-26,43,5618.30161,109,97,1
14573,2019-01-31,36,8334.537400000001,625,335,1
14576,2019-01-30,1,70.03945999999999,1,336,1
14577,2019-05-04,19,2793.24098,70,242,1
14587,2019-12-07,57,11285.15925,441,25,2
14589,2019-02-02,1,278.9154,35,333,1
14594,2019-01-11,25,5145.14914,61,355,2
14595,2019-11-23,5,741.2682,7,39,1
14600,2019-12-31,2,823.638,9,1,1
14606,2019-12-31,289,65959.66247,3127,1,27
14608,2019-05-11,1,12.5962,1,235,1
14616,2019-10-31,1,136.9,1,62,1
14618,2019-07-27,3,633.46055,40,158,2
